action,action_result,distance_to_goal,experiment,gamma,loss,orientation,reward,signal1,signal2,signal3,speed,time
4,FORWARD,140.98292680819472,1,0.96,0.06326454132795334,-0.3100646427240622,0.2,0.0,0.0,1.0,3,1527
-12,FORWARD,139.19049687697134,1,0.96,0.05312056466937065,-0.29344560644351375,0.2,1.0,0.0,1.0,3,1528
4,FORWARD,137.9880625337384,1,0.96,0.0879407674074173,-0.36557867384679477,0.2,1.0,0.0,1.0,3,1529
4,FORWARD,136.64943306369867,1,0.96,0.08270558714866638,-0.3496692881515829,0.2,1.0,0.0,1.0,3,1530
4,FORWARD,135.17718735027435,1,0.96,0.05993424728512764,-0.3336706692178958,0.2,0.0,0.0,1.0,3,1531
-12,FORWARD,133.5742055351249,1,0.96,0.08706142008304596,-0.3175704111808647,0.2,1.0,0.0,1.0,3,1532
4,FORWARD,132.59022211404485,1,0.96,0.055568840354681015,-0.39024416908861526,0.2,1.0,0.0,1.0,3,1533
4,FORWARD,131.46964016880023,1,0.96,0.05414366349577904,-0.37480065750881975,0.2,1.0,0.0,1.0,3,1534
4,FORWARD,130.2144686294938,1,0.96,0.08449221402406693,-0.3592877884969418,0.2,0.0,0.0,1.0,3,1535
-12,FORWARD,128.82698428444746,1,0.96,0.07970192283391953,-0.34369460447261885,0.2,1.0,0.0,1.0,3,1536
4,FORWARD,128.0854329371317,1,0.96,0.05205104127526283,-0.4168983613376902,0.2,1.0,0.0,1.0,3,1537
4,FORWARD,127.207368291311,1,0.96,0.05888070538640022,-0.40187953144926275,0.2,1.0,0.0,1.0,3,1538
4,FORWARD,126.19426782938893,1,0.96,0.05168013647198677,-0.38681094557592055,0.2,0.0,0.0,1.0,3,1539
-12,FORWARD,125.04785047058836,1,0.96,0.044736459851264954,-0.3716830493022457,0.2,1.0,0.0,1.0,3,1540
4,FORWARD,124.57061769589593,1,0.96,0.08175817877054214,-0.4453746701403911,0.2,1.0,0.0,1.0,3,1541
4,FORWARD,123.95730047517382,1,0.96,0.05321471765637398,-0.43070632417526805,0.2,1.0,0.0,1.0,3,1542
4,FORWARD,123.20888018943093,1,0.96,0.07938378304243088,-0.4160066810934714,0.2,0.0,0.0,1.0,3,1543
-12,FORWARD,122.3265607577024,1,0.96,0.049034781754016876,-0.4012673748879563,0.2,1.0,0.0,1.0,3,1544
4,FORWARD,122.13127767932964,1,0.96,0.051062069833278656,-0.4753685878370707,0.2,1.0,0.0,1.0,3,1545
4,FORWARD,121.80049124115918,1,0.96,0.1120276004076004,-0.46094262602196073,0.2,1.0,0.0,1.0,3,1546
4,FORWARD,121.33471314539551,1,0.96,0.05896036699414253,-0.446502346486611,0.2,0.0,0.0,1.0,3,1547
-12,FORWARD,120.73466593445713,1,0.96,0.06088219955563545,-0.4320402100969469,0.2,1.0,0.0,1.0,3,1548
-1,MOVE,120.83256479127579,1,0.96,0.08696670085191727,-0.5064373792016889,-0.3,1.0,0.0,1.0,3,1549
4,MOVE,121.05698234553654,1,0.96,0.057732950896024704,-0.5198950467332262,-0.3,1.0,0.0,1.0,3,1550
4,MOVE,121.14639369917374,1,0.96,0.06236061826348305,-0.5055464904544642,-0.3,1.0,0.0,1.0,3,1551
4,FORWARD,121.10066227982733,1,0.96,0.05654982849955559,-0.49120632104343137,0.2,1.0,0.0,1.0,3,1552
4,FORWARD,120.91985793025317,1,0.96,0.0556609220802784,-0.4768673163650066,0.2,1.0,1.0,1.0,3,1553
-18,FORWARD,120.6042569913656,1,0.96,0.06253407895565033,-0.4625222642225788,0.2,1.0,1.0,1.0,3,1554
-18,MOVE,121.29755709394645,1,0.96,0.08719269931316376,-0.5703861229894152,-0.3,1.0,1.0,1.0,3,1555
-18,MOVE,122.91593477675448,1,0.96,0.08583980053663254,-0.678067802206692,-0.3,1.0,1.0,1.0,3,1556
-18,MOVE,125.26926185759382,1,0.96,0.06679333746433258,-0.7846529745195454,-0.3,1.0,1.0,1.0,3,1557
-18,MOVE,128.09413817676463,1,0.96,0.04994284734129906,-0.8894258715945317,-0.3,1.0,1.0,1.0,3,1558
-18,ON_EDGE,131.0932040271803,1,0.96,0.05729067325592041,-0.9919638047712873,-0.9,1.0,1.0,1.0,3,1559
-18,FORWARD,127.21127324788867,1,0.96,0.08062434196472168,-0.9944976467032622,0.2,1.0,1.0,1.0,3,1560
-14,MOVE,129.67917547903323,1,0.96,0.05657369643449783,0.8053725987721886,-0.3,1.0,1.0,1.0,3,1561
-14,ON_EDGE,131.69499353745172,1,0.96,0.060494277626276016,0.7318221055997779,-0.9,1.0,1.0,1.0,3,1562
-14,FORWARD,125.88412942640983,1,0.96,0.06327345967292786,0.7350064759659708,0.2,1.0,1.0,1.0,3,1563
-14,MOVE,126.70935257668482,1,0.96,0.04834100231528282,0.5850617879072795,-0.3,1.0,1.0,1.0,3,1564
12,MOVE,126.8818654531822,1,0.96,0.0604267455637455,0.5145535258068654,-0.3,1.0,1.0,1.0,3,1565
-14,MOVE,127.73998519001177,1,0.96,0.0828152447938919,0.5887391585498097,-0.3,1.0,1.0,1.0,3,1566
12,MOVE,127.94600395880055,1,0.96,0.0883042961359024,0.5181489425565317,-0.3,1.0,1.0,1.0,3,1567
-14,MOVE,128.83555852704498,1,0.96,0.08435315638780594,0.5922676980674072,-0.3,1.0,1.0,1.0,3,1568
12,MOVE,129.07362280648735,1,0.96,0.08336656540632248,0.5215932978915669,-0.3,1.0,1.0,1.0,3,1569
-14,ON_EDGE,129.99311339646385,1,0.96,0.08550869673490524,0.5956419426814613,-0.9,1.0,1.0,1.0,3,1570
-14,FORWARD,124.24546856219774,1,0.96,0.10926377773284912,0.6037177154631361,0.2,1.0,1.0,0.0,3,1571
2,FORWARD,123.86253867892403,1,0.96,0.051546595990657806,0.45544421716696354,0.2,1.0,1.0,0.0,3,1572
2,FORWARD,123.65571186690374,1,0.96,0.04573630169034004,0.47419024752354116,0.2,1.0,1.0,0.0,3,1573
2,FORWARD,123.62612425168699,1,0.96,0.05534613877534866,0.49299922409203906,0.2,1.0,1.0,0.0,3,1574
2,MOVE,123.77393894734091,1,0.96,0.12004121392965317,0.5118335603252315,-0.3,1.0,1.0,0.0,3,1575
2,MOVE,124.09834252846433,1,0.96,0.05354520305991173,0.5306552055064847,-0.3,1.0,1.0,0.0,3,1576
2,MOVE,124.5975625636865,1,0.96,0.0806623101234436,0.5494263415617837,-0.3,1.0,1.0,0.0,3,1577
2,MOVE,125.26890530191778,1,0.96,0.08080971240997314,0.5681100693208845,-0.3,1.0,1.0,0.0,3,1578
2,MOVE,126.10881159455275,1,0.96,0.05140727758407593,0.5866710535550014,-0.3,1.0,1.0,0.0,3,1579
2,MOVE,127.11292830250451,1,0.96,0.05038900673389435,0.6050760995230284,-0.3,1.0,1.0,0.0,3,1580
2,MOVE,128.27619184145533,1,0.96,0.08401945978403091,0.62329463923931,-0.3,1.0,1.0,0.0,3,1581
2,MOVE,129.59292019545518,1,0.96,0.047398366034030914,0.6412991125453955,-0.3,1.0,1.0,0.0,3,1582
2,MOVE,131.05690967826843,1,0.96,0.08481413871049881,0.6590652355176981,-0.3,1.0,1.0,0.0,3,1583
2,MOVE,132.6615329147859,1,0.96,0.05293164402246475,0.6765721559774155,-0.3,1.0,1.0,1.0,3,1584
-14,MOVE,134.3998349013422,1,0.96,0.050379570573568344,0.6938025022214823,-0.3,1.0,1.0,0.0,3,1585
2,MOVE,135.549000685444,1,0.96,0.056244030594825745,0.6218534472116432,-0.3,1.0,1.0,0.0,3,1586
2,MOVE,136.84903708638518,1,0.96,0.11916502565145493,0.6394999915461193,-0.3,1.0,1.0,0.0,3,1587
2,MOVE,138.2941295421043,1,0.96,0.05228843167424202,0.6569300407779637,-0.3,1.0,1.0,0.0,3,1588
2,MOVE,139.87805083918337,1,0.96,0.08472651988267899,0.6741242759725508,-0.3,1.0,1.0,1.0,3,1589
-14,MOVE,141.59424658884123,1,0.96,0.05665329098701477,0.6910663705909182,-0.3,1.0,1.0,0.0,3,1590
2,MOVE,142.71590973848086,1,0.96,0.11676470190286636,0.6188540825434594,-0.3,1.0,1.0,0.0,3,1591
2,MOVE,143.98658898026656,1,0.96,0.04860548675060272,0.6361956670906267,-0.3,1.0,1.0,0.0,3,1592
2,MOVE,145.40085129143657,1,0.96,0.05988335236907005,0.6533413390194728,-0.3,1.0,1.0,0.0,3,1593
2,MOVE,146.95285472096677,1,0.96,0.046142905950546265,0.670272898270518,-0.3,1.0,1.0,0.0,3,1594
2,MOVE,148.63642509271585,1,0.96,0.056115392595529556,0.6869747362850975,-0.3,1.0,1.0,0.0,3,1595
2,MOVE,150.44513057314373,1,0.96,0.05836118757724762,0.7034338418128439,-0.3,1.0,1.0,0.0,3,1596
2,MOVE,152.37235245388146,1,0.96,0.07832065224647522,0.7196397481226418,-0.3,1.0,1.0,1.0,3,1597
11,MOVE,154.41135087618292,1,0.96,0.053782884031534195,0.7355844308664884,-0.3,1.0,1.0,1.0,3,1598
6,MOVE,156.85517886532554,1,0.96,0.08564876019954681,0.8012621666189733,-0.3,1.0,1.0,1.0,3,1599
11,MOVE,159.48236252136064,1,0.96,0.08486679941415787,0.8381544353837114,-0.3,1.0,1.0,1.0,3,1600
-8,MOVE,162.34435211988873,1,0.96,0.05861329287290573,0.9021805487820307,-0.3,1.0,1.0,1.0,3,1601
-19,ON_EDGE,165.06186005221397,1,0.96,0.06013606861233711,0.8595154249165412,-0.9,1.0,1.0,1.0,3,1602
11,FORWARD,162.53638139568682,1,0.96,0.06325489282608032,0.870345644597221,0.2,1.0,1.0,1.0,3,1603
11,MOVE,165.11726487633356,1,0.96,0.08788971602916718,0.8282286778111915,-0.3,1.0,1.0,1.0,3,1604
11,MOVE,167.95016355886756,1,0.96,0.051399704068899155,0.8923114483518121,-0.3,1.0,1.0,1.0,3,1605
-8,MOVE,170.92115992304244,1,0.96,0.05493685230612755,0.955309666169786,-0.3,1.0,1.0,1.0,3,1606
-8,ON_EDGE,173.8082772331419,1,0.96,0.08951534330844879,0.911647050643998,-0.9,1.0,1.0,1.0,3,1607
-8,FORWARD,171.20888364299205,1,0.96,0.07347904145717621,0.9224546902879497,0.2,1.0,1.0,1.0,3,1608
11,MOVE,173.82072485956203,1,0.96,0.0480320118367672,0.834911189116273,-0.3,1.0,1.0,1.0,3,1609
11,MOVE,176.67271050202626,1,0.96,0.08517765253782272,0.8987455966903598,-0.3,1.0,1.0,1.0,3,1610
-8,MOVE,179.65121084258263,1,0.96,0.056927185505628586,0.9615472214115066,-0.3,1.0,1.0,1.0,3,1611
-8,ON_EDGE,182.55320790564022,1,0.96,0.06108599901199341,0.9177433406459645,-0.9,1.0,1.0,1.0,3,1612
-8,FORWARD,180.3033245147663,1,0.96,0.08502422273159027,0.9283186634815401,0.2,1.0,1.0,1.0,3,1613
11,MOVE,182.94068932522163,1,0.96,0.09089421480894089,0.8406124014065018,-0.3,1.0,1.0,1.0,3,1614
-8,MOVE,185.80805153602049,1,0.96,0.050832152366638184,0.9042294329002726,-0.3,1.0,1.0,1.0,3,1615
11,MOVE,188.5320106367111,1,0.96,0.06185164302587509,0.8613080526499713,-0.3,1.0,1.0,1.0,3,1616
-19,ON_EDGE,191.44943859098623,1,0.96,0.056755486875772476,0.924556934395755,-0.9,1.0,1.0,1.0,3,1617
-8,FORWARD,190.38188791483395,1,0.96,0.05928808078169823,0.9332792986261733,0.2,1.0,1.0,0.0,3,1618
11,MOVE,192.72836084177888,1,0.96,0.08443526178598404,0.7843229901087342,-0.3,1.0,1.0,1.0,3,1619
11,MOVE,195.39993907130216,1,0.96,0.09505289047956467,0.8485403175585776,-0.3,1.0,1.0,1.0,3,1620
11,MOVE,198.28743402576166,1,0.96,0.06407805532217026,0.9118900669656563,-0.3,1.0,1.0,1.0,3,1621
11,MOVE,201.2778195396119,1,0.96,0.052524957805871964,0.974317287207656,-0.3,1.0,1.0,1.0,3,1622
-18,ON_EDGE,204.25913187738212,1,0.96,0.09275417774915695,-0.9641892218097928,-0.9,1.0,1.0,1.0,3,1623
-18,FORWARD,202.63144127642144,1,0.96,0.09305447340011597,-0.9557114206081903,0.2,1.0,1.0,1.0,3,1624
11,MOVE,205.2815717758356,1,0.96,0.05227315425872803,0.8436349910170845,-0.3,1.0,1.0,1.0,3,1625
11,MOVE,208.15607071852364,1,0.96,0.0558776780962944,0.9069404469305617,-0.3,1.0,1.0,1.0,3,1626
11,MOVE,211.14239205856077,1,0.96,0.0524175651371479,0.9693737363384105,-0.3,1.0,1.0,1.0,3,1627
-18,ON_EDGE,214.12844776548476,1,0.96,0.07511670142412186,-0.9690806726490272,-0.9,1.0,1.0,1.0,3,1628
-18,FORWARD,212.68787026228762,1,0.96,0.06096944212913513,-0.9606147146963946,0.2,1.0,1.0,1.0,3,1629
1,MOVE,215.3163810790777,1,0.96,0.057545941323041916,0.8388311650483775,-0.3,1.0,1.0,1.0,3,1630
11,MOVE,217.97886598199094,1,0.96,0.05809684842824936,0.8465375744246635,-0.3,1.0,1.0,1.0,3,1631
11,MOVE,220.86050079557754,1,0.96,0.06440658867359161,0.9096798975853619,-0.3,1.0,1.0,1.0,3,1632
11,MOVE,223.8490579611778,1,0.96,0.05622000992298126,0.9720014540549706,-0.3,1.0,1.0,1.0,3,1633
-3,ON_EDGE,226.8326903603974,1,0.96,0.057496797293424606,-0.9665126850450722,-0.9,1.0,1.0,1.0,3,1634
-3,FORWARD,225.70952332054298,1,0.96,0.0823938250541687,-0.9584438384152517,0.2,1.0,1.0,1.0,3,1635
-3,MOVE,228.70866339692606,1,0.96,0.054788533598184586,-0.9923279447322879,-0.3,1.0,1.0,1.0,3,1636
11,MOVE,231.7074546622832,1,0.96,0.054140083491802216,0.9909047630390359,-0.3,1.0,1.0,1.0,3,1637
-3,ON_EDGE,234.6678172325205,1,0.96,0.11288536339998245,-0.9478663825566614,-0.9,1.0,1.0,1.0,3,1638
10,FORWARD,233.62819841804802,1,0.96,0.07978404313325882,-0.9401237246974358,0.2,1.0,1.0,1.0,3,1639
12,MOVE,236.48888150861072,1,0.96,0.05921298265457153,-0.9019991764766928,-0.3,1.0,1.0,1.0,3,1640
12,ON_EDGE,239.10655253634425,1,0.96,0.09464793652296066,-0.8365561632514039,-0.9,1.0,1.0,1.0,3,1641
12,FORWARD,237.96780608657292,1,0.96,0.0633786991238594,-0.8305799311568295,0.2,1.0,1.0,1.0,3,1642
12,MOVE,239.738016510512,1,0.96,0.05545751005411148,-0.6992830234214232,-0.3,1.0,1.0,1.0,3,1643
12,ON_EDGE,240.99528021950195,1,0.96,0.09287923574447632,-0.6358441715143246,-0.9,1.0,1.0,1.0,3,1644
12,FORWARD,237.60714352973486,1,0.96,0.11231435090303421,-0.6297354699552509,0.2,1.0,1.0,1.0,3,1645
12,MOVE,237.62694812132122,1,0.96,0.09037786722183228,-0.500091948311473,-0.3,1.0,1.0,1.0,3,1646
12,ON_EDGE,237.0594190129649,1,0.96,0.08199489116668701,-0.43744399667356243,-0.9,1.0,1.0,1.0,3,1647
12,FORWARD,232.30632459370955,1,0.96,0.0571216456592083,-0.4326446024258566,0.2,1.0,1.0,1.0,3,1648
12,FORWARD,230.58142526139093,1,0.96,0.08566568791866302,-0.3033303382750971,0.2,1.0,1.0,1.0,3,1649
12,FORWARD,228.40400916381674,1,0.96,0.08515092730522156,-0.24003948166529246,0.2,1.0,1.0,1.0,3,1650
12,FORWARD,225.85769922861647,1,0.96,0.0934629812836647,-0.17623524060027534,0.2,1.0,0.0,1.0,3,1651
4,FORWARD,223.04320954321182,1,0.96,0.05043547600507736,-0.1117916964666483,0.2,1.0,0.0,1.0,3,1652
4,FORWARD,220.16671177444417,1,0.96,0.05139651149511337,-0.09104239165287796,0.2,1.0,0.0,1.0,3,1653
4,FORWARD,217.24003866442936,1,0.96,0.08224132657051086,-0.07004387448375525,0.2,0.0,0.0,1.0,3,1654
-12,FORWARD,214.2756877128706,1,0.96,0.10700815916061401,-0.04878114490161911,0.2,1.0,0.0,1.0,3,1655
4,FORWARD,211.4758402330436,1,0.96,0.05560104548931122,-0.11612810987731906,0.2,0.0,0.0,1.0,3,1656
-12,FORWARD,208.61178246578638,1,0.96,0.0517500676214695,-0.09551698796188245,0.2,0.0,0.0,1.0,3,1657
-12,FORWARD,206.0043588540881,1,0.96,0.12434098869562149,-0.16353674554020892,0.2,1.0,0.0,1.0,3,1658
4,FORWARD,203.77938961588154,1,0.96,0.05174962431192398,-0.23248158784324058,0.2,1.0,0.0,1.0,3,1659
4,FORWARD,201.43723869310654,1,0.96,0.06582843512296677,-0.21338569605724986,0.2,1.0,0.0,1.0,3,1660
-11,FORWARD,198.98538685587312,1,0.96,0.06740187108516693,-0.19410872868499307,0.2,1.0,0.0,1.0,3,1661
4,FORWARD,196.92982659444345,1,0.96,0.06098338961601257,-0.2579683161731028,0.2,1.0,0.0,1.0,3,1662
4,FORWARD,194.74892525102848,1,0.96,0.05085374787449837,-0.23925973799955014,0.2,1.0,0.0,1.0,3,1663
4,FORWARD,192.44923401356627,1,0.96,0.057794030755758286,-0.2203858562592347,0.2,1.0,0.0,1.0,3,1664
4,FORWARD,190.03785432428748,1,0.96,0.05390586331486702,-0.20133120501568125,0.2,1.0,0.0,1.0,3,1665
4,FORWARD,187.52245880386755,1,0.96,0.0858965590596199,-0.1820795896301724,0.2,0.0,0.0,1.0,3,1666
-12,FORWARD,184.91131393244132,1,0.96,0.06063912808895111,-0.16261405038332083,0.2,1.0,0.0,1.0,3,1667
4,FORWARD,182.68318324672038,1,0.96,0.04626556858420372,-0.23180572375493028,0.2,1.0,0.0,1.0,3,1668
4,FORWARD,180.3401258066885,1,0.96,0.06259893625974655,-0.21306259716679088,0.2,0.0,0.0,1.0,3,1669
-12,FORWARD,177.88924809186202,1,0.96,0.05632933974266052,-0.19412597885428057,0.2,1.0,0.0,1.0,3,1670
4,FORWARD,175.8762344691246,1,0.96,0.08282363414764404,-0.2638673157020233,0.2,1.0,0.0,1.0,3,1671
4,FORWARD,173.73870726760384,1,0.96,0.08354675769805908,-0.24564803809813754,0.2,0.0,0.0,1.0,3,1672
-12,FORWARD,171.48262614294853,1,0.96,0.04879770055413246,-0.22725892029029196,0.2,1.0,0.0,1.0,3,1673
4,FORWARD,169.71797232293136,1,0.96,0.08804834634065628,-0.29757218559439047,0.2,1.0,0.0,1.0,3,1674
4,FORWARD,167.82071542215658,1,0.96,0.06013588607311249,-0.2798767478837513,0.2,1.0,0.0,1.0,3,1675
-8,FORWARD,165.79571227215382,1,0.96,0.054027557373046875,-0.2620376165353875,0.2,1.0,0.0,1.0,3,1676
4,FORWARD,164.1337815518118,1,0.96,0.08914557099342346,-0.3107059612702121,0.2,1.0,0.0,1.0,3,1677
4,FORWARD,162.3373430474467,1,0.96,0.08441852778196335,-0.29330311546232213,0.2,1.0,0.0,1.0,3,1678
4,FORWARD,160.41078395442364,1,0.96,0.05025806277990341,-0.2757662150576302,0.2,1.0,0.0,1.0,3,1679
4,FORWARD,158.358920003413,1,0.96,0.04629728943109512,-0.25808015658603206,0.2,1.0,0.0,1.0,3,1680
4,FORWARD,156.18701395563573,1,0.96,0.04992251470685005,-0.24022889248941748,0.2,0.0,0.0,1.0,3,1681
-12,FORWARD,153.90079683827116,1,0.96,0.051993995904922485,-0.22219532587526306,0.2,1.0,0.0,1.0,3,1682
4,FORWARD,152.10210242984292,1,0.96,0.055982284247875214,-0.2928500888308899,0.2,1.0,0.0,1.0,3,1683
4,FORWARD,150.1756126353401,1,0.96,0.09032631665468216,-0.2756230891038977,0.2,0.0,0.0,1.0,3,1684
-12,FORWARD,148.1259178711714,1,0.96,0.08674386888742447,-0.25824436220617475,0.2,1.0,0.0,1.0,3,1685
4,FORWARD,146.61814426195988,1,0.96,0.07874569296836853,-0.3295862582410778,0.2,1.0,0.0,1.0,3,1686
4,FORWARD,144.9765900205657,1,0.96,0.053405214101076126,-0.31296605727373356,0.2,1.0,0.0,1.0,3,1687
4,FORWARD,143.2047968884394,1,0.96,0.05751948803663254,-0.29622616995188206,0.2,0.0,0.0,1.0,3,1688
-12,FORWARD,141.30666793039782,1,0.96,0.05234343186020851,-0.2793521038595817,0.2,1.0,0.0,1.0,3,1689
4,FORWARD,139.9805512140555,1,0.96,0.044805049896240234,-0.35121723805277655,0.2,1.0,0.0,1.0,3,1690
4,FORWARD,138.5193967515302,1,0.96,0.08434071391820908,-0.33508552045110584,0.2,0.0,0.0,1.0,3,1691
-12,FORWARD,136.9261209752271,1,0.96,0.05956660583615303,-0.31885277015701563,0.2,1.0,0.0,1.0,3,1692
4,FORWARD,135.95168123146055,1,0.96,0.05930357053875923,-0.39139464943337937,0.2,1.0,0.0,1.0,3,1693
4,FORWARD,134.839078450227,1,0.96,0.0846591368317604,-0.37579204709096176,0.2,1.0,0.0,1.0,3,1694
4,FORWARD,133.59035431710697,1,0.96,0.09141199290752411,-0.3601199206164481,0.2,1.0,0.0,1.0,3,1695
4,FORWARD,132.20782779563436,1,0.96,0.05594146251678467,-0.3443671685219184,0.2,0.0,0.0,1.0,3,1696
-12,FORWARD,130.69410185853835,1,0.96,0.11677619814872742,-0.32852202997153473,0.2,1.0,0.0,1.0,3,1697
4,FORWARD,129.81160712051536,1,0.96,0.05151040479540825,-0.4014608636897714,0.2,1.0,0.0,1.0,3,1698
4,FORWARD,128.79284205079665,1,0.96,0.11724750697612762,-0.38624579810580517,0.2,1.0,0.0,1.0,3,1699
4,FORWARD,127.63957167915473,1,0.96,0.052212607115507126,-0.3709701458808359,0.2,0.0,0.0,1.0,3,1700
-12,FORWARD,126.3538144400999,1,0.96,0.05750136077404022,-0.3556236217453831,0.2,1.0,0.0,1.0,3,1701
4,FORWARD,125.72501398337353,1,0.96,0.05701872333884239,-0.42908422468719637,0.2,1.0,0.0,1.0,3,1702
4,FORWARD,124.96023004330854,1,0.96,0.059356849640607834,-0.41427033553582,0.2,1.0,0.0,1.0,3,1703
4,FORWARD,124.06071222768276,1,0.96,0.052861329168081284,-0.3994151502826852,0.2,0.0,0.0,1.0,3,1704
-12,FORWARD,123.02794039778229,1,0.96,0.08968836814165115,-0.3845097350876694,0.2,1.0,0.0,1.0,3,1705
4,FORWARD,122.67336496172173,1,0.96,0.06241311877965927,-0.45843361215683875,0.2,1.0,0.0,1.0,3,1706
4,FORWARD,122.18335219429689,1,0.96,0.08829077333211899,-0.4439301976878894,0.2,0.0,0.0,1.0,3,1707
-12,FORWARD,121.55866859441008,1,0.96,0.05153343826532364,-0.42940333314207585,0.2,1.0,0.0,1.0,3,1708
4,MOVE,121.63085795218811,1,0.96,0.06092660129070282,-0.5037340337123484,-0.3,1.0,0.0,1.0,3,1709
4,FORWARD,121.56760707418556,1,0.96,0.05683719739317894,-0.4893631150101641,0.2,1.0,0.0,1.0,3,1710
4,FORWARD,121.36901294479613,1,0.96,0.0560574010014534,-0.4749924359996499,0.2,1.0,0.0,1.0,3,1711
4,FORWARD,121.03538034458911,1,0.96,0.1037755161523819,-0.4606147244567678,0.2,0.0,0.0,1.0,3,1712
-12,FORWARD,120.56722222758998,1,0.96,0.04987573251128197,-0.44622264824218144,0.2,1.0,0.0,1.0,3,1713
4,MOVE,120.7992557683635,1,0.96,0.05138510838150978,-0.52069764120949,-0.3,1.0,0.0,1.0,3,1714
4,MOVE,120.89644965294772,1,0.96,0.09296035766601562,-0.5063646164673407,-0.3,1.0,1.0,1.0,3,1715
12,FORWARD,120.85865571691457,1,0.96,0.05932790786027908,-0.4920403659978169,0.2,1.0,1.0,1.0,3,1716
12,FORWARD,120.27016759665587,1,0.96,0.06345612555742264,-0.4332732503401263,0.2,1.0,1.0,1.0,3,1717
12,FORWARD,119.14885215127678,1,0.96,0.08370193094015121,-0.37437340871954766,0.2,1.0,1.0,1.0,3,1718
1,FORWARD,117.52937974458762,1,0.96,0.06286948174238205,-0.3151058757756938,0.2,1.0,1.0,1.0,3,1719
1,FORWARD,115.92017912259234,1,0.96,0.05056958645582199,-0.31634327853354416,0.2,1.0,1.0,1.0,3,1720
-15,FORWARD,114.3221845261314,1,0.96,0.06106915697455406,-0.31769252050533736,0.2,1.0,1.0,1.0,3,1721
12,ON_EDGE,113.50398075509925,1,0.96,0.053284142166376114,-0.4080464375652998,-0.9,1.0,1.0,1.0,3,1722
12,FORWARD,111.25389493010313,1,0.96,0.06070168316364288,-0.3925155108802408,0.2,1.0,1.0,1.0,3,1723
1,FORWARD,109.27363864539193,1,0.96,0.05028316006064415,-0.2672816728622233,0.2,1.0,1.0,1.0,3,1724
1,ON_EDGE,107.30060395668806,1,0.96,0.06328471004962921,-0.2682321124880176,-0.9,1.0,1.0,1.0,3,1725
1,FORWARD,104.24861602215202,1,0.96,0.05199421942234039,-0.2556887498700583,0.2,1.0,1.0,1.0,3,1726
1,FORWARD,102.15729649596918,1,0.96,0.060894373804330826,-0.25117000974894144,0.2,1.0,1.0,1.0,3,1727
1,FORWARD,100.07382050378503,1,0.96,0.04160742834210396,-0.25224896519705625,0.2,1.0,1.0,1.0,3,1728
1,ON_EDGE,97.99934314307966,1,0.96,0.06786276400089264,-0.2534888209730647,-0.9,1.0,1.0,1.0,3,1729
1,FORWARD,94.59461278476789,1,0.96,0.06082642078399658,-0.2373325892863776,0.2,1.0,1.0,1.0,3,1730
1,FORWARD,92.38529339987652,1,0.96,0.0551510825753212,-0.23307057927803668,0.2,1.0,1.0,1.0,3,1731
1,FORWARD,90.18527434767816,1,0.96,0.12573523819446564,-0.23442561283421112,0.2,1.0,1.0,1.0,3,1732
1,ON_EDGE,87.99594839987594,1,0.96,0.05714734271168709,-0.2359827200035759,-0.9,1.0,1.0,1.0,3,1733
1,FORWARD,84.50026471702914,1,0.96,0.05045388266444206,-0.22008115354725324,0.2,1.0,1.0,1.0,3,1734
1,FORWARD,82.18752632381192,1,0.96,0.09035580605268478,-0.21617634717790293,0.2,1.0,1.0,1.0,3,1735
1,FORWARD,79.88606696211447,1,0.96,0.05796555057168007,-0.21791953189136531,0.2,1.0,1.0,1.0,3,1736
1,FORWARD,77.59762233966359,1,0.96,0.08229947090148926,-0.21992386529431143,0.2,1.0,1.0,1.0,3,1737
1,ON_EDGE,75.32410740670174,1,0.96,0.0624377578496933,-0.22221108406728843,-0.9,1.0,1.0,1.0,3,1738
1,FORWARD,71.35129368040946,1,0.96,0.055589694529771805,-0.20084670147397093,0.2,1.0,1.0,1.0,3,1739
1,FORWARD,68.93328735591449,1,0.96,0.09049221128225327,-0.1976317940983529,0.2,1.0,1.0,1.0,3,1740
3,FORWARD,66.53039036856339,1,0.96,0.054543718695640564,-0.20013605579296834,0.2,1.0,1.0,1.0,3,1741
1,FORWARD,64.08190520542469,1,0.96,0.06317529082298279,-0.1919119908340223,0.2,1.0,1.0,1.0,3,1742
1,FORWARD,61.65050885224463,1,0.96,0.07247299700975418,-0.19480730925372783,0.2,1.0,1.0,1.0,3,1743
1,ON_EDGE,59.239091521986374,1,0.96,0.051055729389190674,-0.19815172901440517,-0.9,1.0,1.0,1.0,3,1744
1,FORWARD,54.83451068985206,1,0.96,0.061178259551525116,-0.1727458324925588,0.2,1.0,1.0,1.0,3,1745
1,FORWARD,52.277770013536355,1,0.96,0.06219533458352089,-0.17062972413936836,0.2,1.0,1.0,1.0,3,1746
1,FORWARD,49.741477479909044,1,0.96,0.08594396710395813,-0.17440497475820793,0.2,1.0,1.0,1.0,3,1747
1,FORWARD,47.229761945621675,1,0.96,0.06239933520555496,-0.17885130026170984,0.2,1.0,1.0,1.0,3,1748
1,FORWARD,44.747591267695675,1,0.96,0.058330636471509933,-0.18406990647733557,0.2,1.0,1.0,1.0,3,1749
1,FORWARD,42.30098885133432,1,0.96,0.05427173152565956,-0.19018113937301606,0.2,1.0,1.0,1.0,3,1750
