action,distance_to_goal,experiment,gamma,loss,orientation,reward,signal1,signal2,signal3,speed,time
11,98.9152683095652,2,0.96,0.22611477971076965,-0.10859290644315642,-0.3,0.0,0.0,0.0,5,322
5,93.9877025088959,2,0.96,0.19867724180221558,-0.052865380279125455,-0.3,0.0,0.0,0.0,5,323
5,89.00795412924614,2,0.96,0.2503288686275482,-0.027887083748280653,-0.3,0.0,0.0,0.0,5,324
5,84.00802737539293,2,0.96,0.24125292897224426,-0.0016738591254217019,-0.3,0.0,0.0,0.0,5,325
5,79.0257565771536,2,0.96,0.2319599688053131,0.026004294158685586,-0.3,0.0,0.0,0.0,5,326
5,74.10642647631164,2,0.96,0.16518451273441315,0.05542555468537437,-0.3,0.0,0.0,0.0,5,327
5,69.30482319356541,2,0.96,0.25408631563186646,0.08692414047440837,-0.3,0.0,0.0184,0.0,5,328
-5,64.6877044937836,2,0.96,0.24365738034248352,0.12089580292290732,-0.3,0.0,0.0216,0.0,5,329
-18,59.964196987719575,2,0.96,0.26156675815582275,0.10224080001062885,-0.3,0.0,0.0088,0.0,5,330
-5,54.9672332382672,2,0.96,0.20490260422229767,0.010621087909208172,-0.3,0.0,0.0024,0.0,5,331
0,49.97434647241075,2,0.96,0.19501814246177673,-0.016190738625160538,-0.3,0.0,0.0,0.0,5,332
5,44.9830399241652,2,0.96,0.1862781047821045,-0.01780995217890791,-0.3,0.0,0.0,0.0,5,333
5,39.98481161786615,2,0.96,0.20557227730751038,0.007989215915522955,-0.3,0.0,0.0,0.0,5,334
5,35.02286796986752,2,0.96,0.2720654606819153,0.03676592177699155,-0.3,0.0,0.0,0.0,5,335
5,30.16214161870354,2,0.96,0.25596970319747925,0.06978111788443661,-0.3,0.0,0.0,0.0,5,336
5,25.5079805517241,2,0.96,0.24366694688796997,0.10903661616598782,-0.3,0.0,0.0,0.0,5,337
-5,21.24335249663147,2,0.96,0.27470505237579346,0.1577870662807312,-0.3,0.0,0.0,0.0,5,338
-5,17.087774723501376,2,0.96,0.1944429576396942,0.16571978273608765,10.0,0.0,0.0,0.0,5,339
19,699.8953111349123,2,0.96,0.29073968529701233,-0.7637936403465095,-0.3,0.0,0.0,0.0,5,340
19,702.3146583260055,2,0.96,0.27991876006126404,-0.6597748724314616,-0.3,1.0,0.0,1.0,5,341
19,703.2101857859898,2,0.96,0.15762299299240112,-0.5562059426291839,-0.3,1.0,0.0,1.0,5,342
19,702.4901101132372,2,0.96,0.2649393081665039,-0.45287847631522826,-0.3,1.0,0.0,1.0,5,343
19,700.2282062941089,2,0.96,0.30140751600265503,-0.3495637423114787,-0.3,0.0,0.0,1.0,5,344
16,696.6576221395663,2,0.96,0.24671795964241028,-0.24603195392932023,-0.3,0.0,0.0,0.0,5,345
6,692.2707053167251,2,0.96,0.19312217831611633,-0.15873822996893386,-0.3,0.0,0.0,0.0,5,346
6,687.6631259240177,2,0.96,0.25549253821372986,-0.12650446909619084,-0.3,0.0,0.0,0.0,5,347
-20,682.8814243380981,2,0.96,0.2612825632095337,-0.09406692804997703,-0.3,0.0,0.0,0.0,5,348
6,678.8977817482536,2,0.96,0.20662033557891846,-0.20585680845334972,-0.3,0.0,0.0,0.0,5,349
8,674.6308762116561,2,0.96,0.22654803097248077,-0.17393609430735024,-0.3,0.0,0.0,0.0,5,350
6,670.0495643894571,2,0.96,0.21778348088264465,-0.13071757071375126,-0.3,0.01,0.0,0.024,5,351
20,665.2879896714362,2,0.96,0.16811099648475647,-0.09833248454479053,-0.3,0.024,0.0,0.0624,5,352
16,660.2915998687992,2,0.96,0.24139729142189026,0.012051302414036864,-0.3,0.0256,0.0,0.0896,5,353
16,655.5432061465194,2,0.96,0.2929489314556122,0.10103142693071142,-0.3,0.0128,0.0,0.0768,5,354
16,651.4198997061568,2,0.96,0.1961100548505783,0.1906780361681224,-0.3,0.0276,0.0,0.06,5,355
18,648.255729516581,2,0.96,0.19191443920135498,0.28094451300445583,-0.3,0.0576,0.0192,0.0736,5,356
18,646.4735026715202,2,0.96,0.31315720081329346,0.38284086656095623,-0.3,0.0768,0.0288,0.1056,5,357
18,646.2594343167073,2,0.96,0.20266710221767426,0.4851378951000607,-0.3,0.0768,0.0288,0.1248,5,358
18,647.6359932762994,2,0.96,0.22056244313716888,0.5875979454818957,-0.3,0.0672,0.0192,0.1152,5,359
18,650.4590770560277,2,0.96,0.25195738673210144,0.6899629718051109,-0.3,0.0384,0.0,0.0864,5,360
18,654.4359634276044,2,0.96,0.23152948915958405,0.7919868539977001,-0.3,0.0,0.0,0.0336,5,361
-4,659.1605731362572,2,0.96,0.2707584500312805,0.8934653894710379,-0.3,0.0,0.0,0.0136,5,362
-4,663.7648383586992,2,0.96,0.3468550741672516,0.8720362736453249,-0.3,0.0,0.0,0.0,5,363
-4,668.2290426157756,2,0.96,0.22257286310195923,0.8507522218374864,-0.3,0.0,0.0,0.0,5,364
-4,672.534437555639,2,0.96,0.25331687927246094,0.8296062720589038,-0.3,0.0,0.0,0.0,5,365
-4,676.663274037703,2,0.96,0.2525599002838135,0.8085912153690744,-0.3,0.0,0.0,0.0,5,366
-4,680.5988275848412,2,0.96,0.22788231074810028,0.7876996449624043,-0.3,0.0,0.0,0.0,5,367
-4,684.3254190106297,2,0.96,0.2336195409297943,0.7669239986893905,-0.3,0.0,0.0,0.0,5,368
-4,687.8284309508495,2,0.96,0.21863332390785217,0.7462565954386158,-0.3,0.0,0.0,0.0,5,369
-4,691.0943209512388,2,0.96,0.23717771470546722,0.7256896658476012,-0.3,0.0,0.0,0.0,5,370
-4,694.1106316887414,2,0.96,0.26209208369255066,0.7052153778315225,-0.3,0.0,0.0,0.0,5,371
-4,696.865998832634,2,0.96,0.25983256101608276,0.6848258574237538,-0.3,0.0,0.0,0.0,5,372
-4,699.3501569858499,2,0.96,0.19398537278175354,0.6645132054152805,-0.3,0.0,0.0,0.0,5,373
-4,701.5539440859986,2,0.96,0.2357156127691269,0.6442695102646957,-0.3,0.0,0.0,0.0,5,374
-4,703.4693045901507,2,0.96,0.23797470331192017,0.6240868577296577,-0.3,0.0,0.0,0.0,5,375
-4,705.0892917172807,2,0.96,0.21736712753772736,0.6039573376467202,-0.3,0.0,0.0,0.0,5,376
-4,706.408068977054,2,0.96,0.24715100228786469,0.5838730482612476,-0.3,0.0,0.0,0.0,5,377
-4,707.4209111729564,2,0.96,0.2659943997859955,0.5638260984841671,-0.3,0.0,0.0,0.0,5,378
-4,708.1242050310767,2,0.96,0.18471825122833252,0.543808608428792,-0.3,0.0,0.0,0.0,5,379
-4,708.5154495725857,2,0.96,0.25431257486343384,0.5238127085596861,-0.3,0.0,0.0,0.0,5,380
-4,708.5932563174721,2,0.96,0.2165280133485794,0.5038305377672401,-0.3,0.0,0.0,0.0,5,381
-4,708.3573493787759,2,0.96,0.20316235721111298,0.48385424066672444,-0.3,0.0,0.0,0.0,5,382
-4,707.8085654797172,2,0.96,0.23752140998840332,0.4638759644094362,-0.3,0.0,0.0,0.0,5,383
-4,706.9488539001189,2,0.96,0.26563525199890137,0.44388785528635377,-0.3,0.0,0.0,0.0,5,384
-4,705.7812763326793,2,0.96,0.25551992654800415,0.423882055401624,-0.3,0.0,0.0,0.0,5,385
-4,704.3100066033147,2,0.96,0.2375962883234024,0.40385069969424275,-0.3,0.0,0.0,0.0,5,386
-4,702.5403301822796,2,0.96,0.23661088943481445,0.38378591359147335,-0.3,0.0,0.0,0.0,5,387
-15,700.4786433834528,2,0.96,0.22304995357990265,0.3636798115867502,-0.3,0.0,0.0,0.0,5,388
-4,697.3316000108106,2,0.96,0.2300606220960617,0.2824133859367893,-0.3,0.0,0.0,0.0,5,389
-7,693.9410636166837,2,0.96,0.19905076920986176,0.26196072743273296,-0.3,0.0,0.0,0.0,5,390
-7,690.144144516566,2,0.96,0.22642412781715393,0.224753370436172,-0.3,0.0,0.0,0.0,5,391
-7,685.9911992879489,2,0.96,0.22200872004032135,0.18736082760820072,-0.3,0.0,0.0,0.0,5,392
-7,681.538225890179,2,0.96,0.18301743268966675,0.14976006199018171,-0.3,0.0,0.0,0.0,5,393
-20,676.8463675401612,2,0.96,0.1984376162290573,0.1119297791885689,-0.3,0.0,0.0,0.0,5,394
